Tweets To Be Annotated,Ground_Truth_Non_Toxic,Ground_Truth_Toxicity,Ground_Truth_Severe_Toxicity,Ground_Truth_Identity_Attack,Ground_Truth_Insult,Ground_Truth_Profanity,Ground_Truth_Threat,Ground_Truth_Sexually_Explicit
actin awfully slutty for a bitch in a winnie the pooh sweater http://t.co/0gexxJ3SVv,0,1,0,1,1,1,0,1
"helping kids cope with   feelings: workbook for #home, #school and #counseling",1,0,0,0,0,0,0,0
"&#8220;@MadisonMum_: I was told never fold &amp; never sell my sole""They Should Have Told Yu Stay In School ! *Soul&#8221; autocorrect hoed me",1,0,0,0,0,1,0,0
RT @Cashbethemotive: @HaveMercyyy @killquana ooh yea @gucci1017 !! Getting all hoes!,1,0,0,0,0,0,0,0
since i finished most of my assignments i'll continue to watch my bts dvd's xd i still have some left #onstage #bts #conce #dvd,1,0,0,0,0,0,0,0
as if reel are letting girls in first and there's a massive queue for guys,1,0,0,0,0,0,0,0
Delete this! Lmao RT @SedSince81: bruno mars and el debarge both cop blow from the same nicca....but don't mind me tho,1,0,0,0,0,0,0,0
yes we #love it ehe #outlook #casual #grey &amp; #rose to #feelgood and #confident ihi   #weekend to all of you!Ã°ÂÂÂÃ¢ÂÂ¥Ã¯Â¸Â,1,0,0,0,0,0,0,0
"Rick is not a bitch.
#TheWalkingDead",0,0,0,0,1,0,0,0
"Im way out of your league hoe, please excuse my ego",1,0,0,0,0,0,0,0
@lilimaeee nigger,0,0,0,0,0,1,0,0
i do ð. my father had a great one and now my brother @user following him and yeah i married to this awesome guâ¦,1,0,0,0,0,0,0,0
I don't be crying over stripper bitches that left me for dudes with money tho. And. Singing about it.,0,0,0,0,1,1,0,0
"I, I see some hoes in hurrrr",1,0,0,0,1,1,0,1
That niggah is me lol TMLT &#128514;&#128514;&#128514;,0,0,0,0,0,1,0,0
3 millionaires just walked in why you tripping bitch you paid for the fight ? Lmao,0,0,0,0,0,1,0,0
RT @RahleeFranklin: This bitch got a body like Trey Songz &#128514; http://t.co/KSiqmY4W8D,1,0,0,0,0,1,0,1
@bri_shackelford @bellaangeletti sorry dyslexia is a bitch,1,0,0,0,0,0,0,0
"I still can't get over some of these retards going ape shit over this iphone 5, makes no sense to me whats so ever.",0,0,0,0,1,1,0,0
"RT @BarryClerjuste: Basic bitch tweet shit like ""no one to talk to"" 3 times a day &#128514;",1,0,0,0,1,1,0,0
RT @Liddo_Shorty10: I can't fuck with sentimental bitches.,1,0,0,0,0,0,0,0
Blatt trash too ... but twitter said he was good,1,0,0,0,0,0,0,0
Still don't give a fuck bout a bitch or her dude,0,1,0,0,0,1,0,0
RT @KINGTUNCHI_: I need a real bitch !,1,0,0,0,0,1,0,0
"might walk to Dunkin donuts, i want a Oreo coffee coolatta.",1,0,0,0,0,0,0,0
@coL_ACHES Why do you bitch about everything?,0,1,0,0,0,1,0,0
"So toodles to you bitches , goodnight! &#127769;&#9729;&#65039;&#127776;&#128164;&#9996;&#65039;",1,0,0,0,0,1,0,0
electronic music from #bogota #colombia  #puntohost #cedm #edm #dj #fashion #music,1,0,0,0,0,0,0,0
RT @MikeDiggEm: @TreyzUpZay @JamesyNBA @DattBoiIraq @_2kkz @_KudaBrazyy @thatboysmurf I fuck with all yaw. Yaw all my nigs,1,0,0,0,0,1,0,0
"@user don't feel sad for not having the #love you want, just smile and feel   and everything will be alright - s. ali",1,0,0,0,0,0,0,0
RT @Gezzy504: Niggas don't mind sharing hoes,1,0,0,0,1,1,0,1
Fuck is yaw sayin bitch my hood love me&#128677;&#9889;&#127984;,0,0,0,0,0,1,0,0
so   for the dog park!,1,0,0,0,0,0,0,0
"RT @Take_My_Advicee: If you gonna fuck my girl then dont pull her hair, nigga i paid $200 for that bitch weave",1,0,0,0,0,1,0,1
Audio: Happy Valentines Day bitches. &#160;Now play this while you get laid. http://t.co/x70OTlH3,1,0,0,0,0,1,0,1
@kelly_ryaaaan only dumb bitches r in 8th,0,1,0,0,0,1,0,0
RT @bender3395: I'm never playing flappy bird again ever fuck that game &#128581;,0,0,0,0,0,1,0,0
RT @ChicoFlicoFlame: Every super hero a bitch except iron man Peter Parker the biggest hoe loser ass nigga no bitches no cribs no whips,0,0,0,0,0,1,0,0
RT @CraziestSex: A girl KNOWS when a bitch likes her boyfriend &#128564;&#128080;,0,0,0,0,0,1,0,0
@phishlicia I'm 5'8 fag &#128536;&#128536;,0,0,0,0,0,1,0,0
Can I get some good neck out dis hoe?,0,0,0,0,0,1,0,1
Cus you gt d hoes,1,0,0,0,0,1,0,1
@_angelaaau hey fag i &lt;3 you,0,0,1,1,1,1,0,0
when bitches u hate won't stop staring at u in the halls http://t.co/OjNXhoIGdw,1,0,0,0,0,0,0,0
me off to my hometown. ð can't wait to do everything. ððð¸ððððð,1,0,0,0,0,0,0,0
I swear I got that shit that make the bitches go insane,0,1,0,0,0,1,0,0
Ain't been on this hoe all day haha #FWM,0,0,0,0,0,1,0,0
"If yo nigga catch you cheating, and beat yo ass in front yo lil yeah, and lil yeah don't help. You still give him pussy ladies?",1,0,0,0,0,1,0,1
RT @DookieWithMe: &#128514; RT @itsablackguy: I&#8217;m assuming she got a cup on RT @AssholeFrmNY: Her pussy got a bicep b. wtf? http://t.co/Cl4jhGmXpi,0,0,0,0,0,0,0,1
Ã¢ÂÂ¦you #black &amp; feel like the  are stomping on you? listen  #retweet #tampa #miamiÃ¢ÂÂ¦,1,0,0,0,0,0,0,0
wedding  locations!  #decoration #glamour #gold #greece #groom   #illumination #india,1,0,0,0,0,0,0,0
"RT @tmoney_presa: *when bae sings ""it ain't nun to cut that bitch off"" with too much enthusiasm* http://t.co/CN0Vtrk8DA",1,0,0,0,0,1,0,0
@user win with dignity you chauvinist pig. #notmypresident #fucktrump #lostpopularvote #americadoesntwantyou  #bigot,0,0,1,0,1,1,0,0
"My clothes are always retro, sexual like im hetro, and I play a bitch like nintendo, takee her for a ride in my benzo.-@dillyduzit",0,1,0,0,0,1,0,1
RT @BwTis: I have no sympathy for people who bitch about situations they get themselves into.,1,0,0,0,0,0,0,0
#2017 scatter #joy!Ã¢ÂÂ¢ may we bless&amp;keep shine upon be gracious look kindly toward one another. let us all #love as aÃ¢ÂÂ¦,1,0,0,0,0,0,0,0
have a great day! #saturday #shopping,1,0,0,0,0,0,0,0
RT @FunnyQuotees: Halloween use to be a holiday for kids. It is now National dress like your inner hoe day.,1,0,0,0,0,0,0,0
dr. frances cress welsing - racism defined #whitesupremacy  #drfranciscresswelsing,1,0,0,0,0,0,0,0
Off a lot of dope bitch I be high af,0,0,0,0,0,1,0,0
"My honky, my honky. My motherfucking honky.",1,0,0,0,0,0,0,0
RT @NoChillScottyD: Y'all fat bitches with small titties look like Teddy Grahams.,0,0,0,0,1,0,0,0
On ya pussy rap sheet it's a whole lot of bros !,0,0,0,0,0,1,0,0
RT @taylorlopez96: &#8220;@harleighpurolla: You are the biggest two faced bitch I have ever met.&#8221; You won't @ her,0,1,0,0,0,1,0,0
"&#8220;@ThatDamnTwerk1 ""When you gonna take me out?"" RT @DrTruth247: Some hoes not gonna let you come over until you spend money on them&#8221;listen",0,0,0,0,0,1,0,0
@elchavaloko who cares tbh ones a shitty dirty Argentino &amp; the other is a feather fisted nigger,0,0,0,0,0,1,0,0
RT @SheswantstheD: trying so hard to resist the urge to smack a bitch http://t.co/Cvnlm1I3Ls,0,1,0,0,0,1,1,0
The last time your pussy was salmon pink was. ....,0,0,1,0,1,1,0,1
@ImEthan_Gregory eyy That pushin one for me bro cause you know That bitch better blow hah,0,1,0,0,0,1,0,0
Kinda RT @Peachpapayya: U mad friend?? RT @viaNAWF: Fat fucking funky nasty ass hoes,0,0,0,0,1,0,0,0
"#carlpaladino, a**hole extraordinaire.  this guy is a #trump hero of course #gop  #fascismo, wishes obama deÃ¢ÂÂ¦",1,0,0,0,0,0,0,0
Lol hell naw fuck dat one swing all swing bitch one gone get punch then the rest gone get punched tf out lmao,0,0,0,0,0,0,1,0
@JunDishes block or mute the cunt,0,1,0,0,0,1,0,0
RT @If_ItAint_B: Miami isn't a good city at all...don't believe the shit you see on TV that city is trash.,0,0,0,0,0,1,0,0
RT @chelseypaige42: I peep everything. And just know I'll slap a bitch with a smile on my face.,0,1,0,0,0,1,1,0
"now playing  :  brian crain - "" ice"" on    #melancholy   #melancholymusic",1,0,0,0,0,0,0,0
my side bitch is my main bitch cuz my main bitch aint feelin me nomo...nomo,0,0,0,0,0,1,0,0
I'm boutta deck this bitch in the face .,0,1,0,0,0,1,0,0
RT @_ImOVERSEAS: Hoes out here selling pussy for some new uggs! You disqualified,0,0,0,0,0,1,0,1
Wtf I look like lying about knowing a bitch for ? If I don't know the hoe I don't know the hoe. TF it's SIMPLE &#128529;,0,0,0,0,0,1,0,0
"&#8220;@cooney_mane: @BrianMC630 ""they played a great job"" who's the retard now?&#8221;

&#128514;&#128514;&#128514;",0,0,1,1,1,1,0,0
"Never take a bitch where you stay 

Never keep work where you lay",0,1,0,0,0,0,0,0
@dpalmyx3 @_wordtothewise stop retweeting heather im tired of seeing that bitch on my tl,0,1,0,1,1,1,0,0
"RT @ashkardash___: If you let your girl get disrespected and you don't do nothing, you should of been born a bitch cuz only bitch niggas le&#8230;",0,0,1,0,1,1,0,0
This bitch showed me IT &amp; if y'all every seen that low budget piece shit that muthafuckin clown scary then a hoe,0,0,0,0,0,1,0,0
Oh so now BC we didn't cover u bitches wanna talk shit??,0,1,0,1,1,1,1,0
RT @PrinceTooTrippy: these hoes swear boy,1,0,0,0,0,0,0,0
I just might get to these riches I might go broke on these bitches,1,0,0,0,0,1,0,0
Why did you release my nudes you cunt...? @sickgirl12345 http://t.co/Nn4OdiZR8l,0,1,0,1,1,1,0,1
My asshole credentials? Even rednecks hate me.,1,0,0,0,0,0,0,0
This bitch gone ask is we closed &#128530;I said Naw we just ain't pay the lightbill this month YEA BITCH WE CLOSED!! Get TF out,0,0,0,0,0,1,0,0
ready to get hammered?  happy life Ã°ÂÂÂ°Ã°ÂÂÂÃ°ÂÂÂ #life #hane   #man #selfie #boy #lad #hung #hammeredÃ¢ÂÂ¦,1,0,0,0,0,1,0,1
@T_Kelllz not only that.. after he pushed him he stepped back lolol. That was some pussy shit,0,0,0,0,0,1,0,0
Drink up bitches,1,0,0,0,0,1,0,0
RT @sheemteam97: Fuck the Islamic State!! We will kill those cunts&#127468;&#127463;,1,0,0,0,1,1,1,1
This wigga didn't follow me back.. Smh,0,0,0,0,0,1,0,0
Even bitches with bad attitudes bumpin to our tunes.. They high maintenance.,0,1,0,0,1,1,0,0
"RT @iDntLuvHoes: All I see on my timeline is
Ebola
Ebola
Ebola
I hate school 
Ebola 
Ebola
Some twitter hoes selfie
Ebola
Ebola
Pull out ga&#8230;",1,0,0,0,0,1,0,0
national best friend day to my best friend dee trott!,1,0,0,0,0,0,0,0
@YourDudeFerg like a tree in this bitch? Asshat.,0,1,0,0,1,0,0,0
"""@Almightywayne__: @JetsAndASwisher @Gook____ bitch fuck u http://t.co/pXmGA68NC1"" maybe you'll get better. Just http://t.co/TPreVwfq0S",0,1,0,1,1,1,0,0
RT @iEatLightSkins_: you bitches make everything a relationship goal.,0,1,0,1,1,1,0,0
RT @FleeBiscuit: Girls with anchor tats are hoes,1,0,0,0,0,0,0,0
I just wanna fuck bad bitches,0,1,0,0,0,1,0,1
can't believe the day has finally come! on way to see @user with the girls! me knees already trembling #nervous   #ourrod,1,0,0,0,0,1,0,0
RT @Bitches_LuvCake: Real niggas let a real bitch cum first &#128527;&#128069;&#128166;&#128166;,1,0,0,0,0,1,0,1
"RT @_onnaa_: ""@1stBlocJeremiah: Gotta watch these hoes &#128064;"" I Swear &#128079;",0,0,0,0,0,1,0,0
fo woh officer in viral arrest video was Ã¢ÂÂrude not racistÃ¢ÂÂ: chief  #crime #officerÃ¢ÂÂ¦,1,0,0,0,0,0,0,0
Maple Room bitch SACTO STYLE,1,0,0,0,0,0,0,0
http://t.co/bPU86qzYFt Avery &#8211; Adorable and petite red haired teen plays with her shaved&#160;pussy http://t.co/Pbu9NlxaNP,0,0,0,0,0,1,0,1
RT @Tweets2Sweet Or lack of &#8220;@HumbltonBanks Smh u niggers &amp; ur music knowledge&#8221;,1,0,0,0,0,0,0,0
you might be a libtard if... #libtard  #sjw #liberal #politics,0,0,0,0,0,1,0,0
RT @OhSnapsItsShaq: Having hoes fun till you lose that girl that you really wanted over them hoes ..,1,0,0,0,0,1,0,0
&#8220;@iDisrespectHoez: RT @GodOfMilfs: Single moms got that proven pussy&#8221; LOL fckd up but truuu,1,0,0,0,0,1,0,1
Real bitches who really hungry won't be out here arguing with bitches on twitter straight flexin,0,0,0,0,0,1,0,0
Fredo was a bitch ass nigga. How niggas fire over 20 shots at his pops but he didn't get off 1 cuz he dropped the gun smh,0,0,0,1,0,1,0,0
"If that pussy don't come with head, I don't want it!!",0,0,0,0,0,0,0,1
behind bars. having that as a view and no way out! so very g #captive #trapped lockandkey,1,0,0,0,0,0,0,0
"RT @m_stew4: Lol why they tryna make mimi out 2 b this bad bitch? She is sooooo weak it makes me mad, and she fucks like a 6th grader &#128553;&#128514;",0,1,0,0,0,1,0,1
@SeanRossSapp Don't think anyone is mocking the man. I've seen people mock the bespectacle of social media mourning. Cultural zeitgeist of,1,0,0,0,0,0,0,0
@CellNBuu ewwww her nips are DEF more perfect than that,0,0,0,0,1,1,0,1
#love #instagood #photooftheday top.tags #tbt #cute #me #beautiful #followme   #followÃ¢ÂÂ¦,1,0,0,0,0,0,0,0
"lularoe... feel happy, look happy, be  ! what makes you happy?!  click on the link in myÃ¢ÂÂ¦",1,0,0,0,0,0,0,0
@bbluedreamm @chris_cruz1 @Hunglikerobby_ don't be a bitch then?,0,1,0,0,1,1,0,0
Can't take u coons nowhere &amp; I mean nowhere,1,0,0,0,0,0,0,0
@santos_brina what a ratchet ass bitch bet she felt dumb&#9996;&#65039;,0,1,0,1,1,1,0,0
Give that hoe an Oscar she stay acting crazyy!!,1,0,0,0,0,1,0,0
Don't you hate when someone you care about is dating a hoe but they won't listen to you?,1,0,0,0,0,0,0,0
Quit blowing up my feed bitches.,0,1,0,0,1,1,0,0
RT @GMB_Ace: Lame bitches always Wanna try 2 Play a real Nigga like a Lame Bitch das how u get treated N cut loose&#9995;,0,1,0,0,0,1,0,0
Just like a bitch. Typical shit. Stepping in place. Elliptical shit. Wizard of hearts. Mythical shit. Watch yourself. Mystical shit.,0,1,0,0,0,1,0,0
&#8220;@BlizzyLC: Police just tried to Rodney King a nigga...&#8221;happen to my nig out here,1,0,0,0,0,1,0,0
"""@thotmouths: http://t.co/aQKGOrAUxx""

Lmao bitch got on some huggies",1,0,0,0,0,0,0,0
I'm seeing more &amp; more niggers migrating further up liberty rd... smh,0,0,1,1,1,1,0,0
Can't wait to see my bitch dutchess,1,0,0,0,0,1,0,0
@Noworriezzzz basically we're mad at them for being hoes,0,0,0,0,1,1,0,0
RT @iAmBitchassness: I'm not telling you to like Al Green or Otis Redding! Stop missing the point. Just don't call them trash &amp; tell me you&#8230;,1,0,0,0,0,0,0,0
@Youlove_Tyler lol girrrrl these bitches crazzzzy,1,0,0,0,0,0,0,0
RT @rebecca7054: &#8220;@CaitlinBartlett: yeah bitches http://t.co/2PP9RboHy4&#8221;,1,0,0,0,0,1,0,0
Vegas in 4 days bitches.,1,0,0,0,0,1,0,0
@user this #toilla is   to #finally be #eaten,1,0,0,0,0,0,0,0
RT @TheeJenBunny: Oh you didn't hit me boo boo - bitches who got hit in the jaw,0,1,0,1,1,1,0,0
@user #allahsoil bernanke bailed out wall street by dumping $600 billion into the largest banks.,1,0,0,0,0,0,0,0
lmaooooo relax RT @__J_R: 59-0 on Ya mark bitch ass. Roll Tide! Fuck the state of Texas,0,0,0,0,1,1,0,0
I hate a nosey bitch like mind yah business,0,0,0,0,0,1,0,0
Smile at the bitches who hate you.,1,0,0,0,0,1,0,0
@logan_wills what a bishhh &#128075; slap a hoe,0,0,0,0,0,1,0,0
i leave for hawaii in like 12 days!!Ã°ÂÂÂ¬Ã°ÂÂÂºÃ°ÂÂÂºÃ°ÂÂÂÃ°ÂÂÂ¢  #hawaii   #texastohawaii,1,0,0,0,0,0,0,0
@Staydelusional I texted u fag,1,0,0,0,0,1,0,0
@InfidelAlie that should read suck on my bacon encrusted middle finger Muslim twats,0,0,1,1,1,1,0,0
"RT @Yankees: Ballgame over, #Yankees WIN! Yanks beat the White Sox in 10 innings, 4-3.",1,0,0,0,0,0,0,0
Fed ex some real hoe boys,1,0,0,0,0,0,0,0
"RT @SkinnyKenny13: ""@1017_Sqquad: When a fat bitch want you and a skinny bitch can't cook nothin for you &#128514;&#128514;&#128514; these hoes ain't hungry &#128514;&#128514;"" do&#8230;",0,0,0,0,1,1,0,0
Niggas see you wit da yellow dey wanna hit you up &#128530;,1,0,0,0,0,1,0,0
meanwhile in socialist venezuela... they protest the government for food. #lololol,0,1,0,1,1,0,0,0
"my roommate's phone keep ringing, and mine just ring when my arlam is on. sad.",1,0,0,0,0,0,0,0
@THEDINGOJOHNSON @KillAll_Simps no ur the blind bitch. Dude in the video is way skinnier.,0,1,0,1,1,1,0,0
#bbfs #thesegirls #makemehappy #instadaily #instamood   #instagood #smiles @ ihop,1,0,0,0,0,0,0,0
RT @jama_jam: You gotta be straight forward with hoes ... Tell them what you want from jump ...,1,0,0,0,0,0,0,0
"Im sorry, I use to be on that shit, but im not worried about the next bitch #unbothered #threatenwho",1,0,0,0,0,0,0,0
xbox one sad news?? #video #xbox #one   #news #australia #hotvideo #videos,1,0,0,0,0,0,0,0
&#8220;@__IamAnnaY: bitch gotta work all hard to clean that shit without ripping her skin&#8221; LMAOSJDUSUBEJS,0,1,0,0,0,1,0,0
"Word RT @Maxin_Betha: And pussy RT @HumbltonBanks And snacks RT @Aerin_Marie: Ladies, keep beer (cont) http://t.co/ssb5ERhd",0,1,0,0,0,1,0,0
"Nigga i wus graduating RT @i_EaT_PIE: If you wasn't in the 6th grade in 1996, you a hoe",0,0,0,0,0,1,0,0
RT @kaseymizell: we may or may not be trash at taking pictures together http://t.co/bPJWl1aO2E,1,0,0,0,0,0,0,0
@efethegoddess The shirt trash &#128546; and I'm leaving your room a mess &#128522;,1,0,0,0,0,0,0,0
"""@rhythmixx_: I told Mariam to but cigarettes for her birthday""

You also called me trash rn",1,0,0,0,0,0,0,0
@user commercial showing inter-racial couple attacked by @user #amerikkka suppoers,1,0,0,0,0,0,0,0
RT @AllHailTaron_: Bruh thank you I'm about to start cumming in these hoes just to scare them. http://t.co/cMCek4h6cv,0,1,0,0,0,1,0,1
Did he say the tastiest cuts or cunts??,0,0,0,0,0,1,0,0
@JawShoeeAhhh @greyyygoose @jehnayy you're gay bitch,0,0,0,1,0,0,0,0
"The streets a dirty hoe, niggad try to wife it though.",0,0,0,0,0,1,0,0
"""I'm sick of his shit man @JonnieSantana: Sit his bitch ass, I'm fed up bro RT ""@80sbaby4life: Geno threw yet another pick smh""""",0,0,0,0,1,0,0,0
"RT @G0ldenG0ddess: Turn up about to be real , marriott with my bitches for the weekend , mansion tonight , adult swim tomorrow &#128131;",1,0,0,0,0,1,0,0
That pussy crying for help,0,0,0,0,0,0,0,1
Naw she not a hoe she just a Freeky Girl,1,0,0,0,0,1,0,1
what a hoe,0,1,0,1,1,1,0,1
RT @Partyprobs: If you open a beer and don't finish it you are what is known as a little bitch,0,0,0,1,1,1,0,0
"excited for saturday i'm off to the fake festival for my sister bihday, with my sis,her mates and me and my mate, my mom ( )Ã°ÂÂÂÃ°ÂÂÂÃ°ÂÂÂÃ°ÂÂÂ»Ã°ÂÂÂ¸Ã°ÂÂÂ",1,0,0,0,0,0,0,0
@Pecan_B19 @ObeyMy_Realness dryer then them bad ass eyes of your fag,0,0,1,1,1,1,0,0
having a blast yesterday...she even had me on the monkey bars tryna kill myself lol! http://t.co/31g1KM56,1,0,0,0,0,0,0,0
RT @ShowMeATittie: LMAO bruh RT @BlazeTheGreat_: Oooooo let me find a shooting star so I could wish a bitch would http://t.co/9dqLU7dZrY,1,0,0,0,0,1,0,0
Ima be home tomorrow so line up a bitch for me,1,0,0,0,0,1,0,0
watch #weddingplanning #when people are not   for you,1,0,0,0,0,0,0,0
I swear to god some hoes look like they take the same exact picture everytime. Change it up for once godamn. #ratchet,0,1,0,1,1,1,0,0
"This bitch forehead. Hairline. Who lied to her &amp; approved this shit &#128514;&#128514;&#128514; https://t.co/8MaDF35ZXe""",0,0,0,0,0,1,0,0
RT @chasingstaxx: If your girl is upset and crying..let her cry...she needs to learn how to stop being a pussy. Toughen up,0,1,0,1,1,1,0,0
@jkfldghi @Huntermoore long tittie no nipple havin ass bitch,0,1,0,0,0,1,0,1
"""LMFAOOOOOOOOOOOOOOOOOO @bb_brooks: If your pussy is good but my mama don&#8217;t like you? Guess who gotta go&#8230;&#8230;&#8230;..my mama.""",0,1,0,1,1,1,0,1
"I have to tell you a secret,
""your a stupid hoe""",0,1,0,0,1,0,0,0
@moyizzy naw negro,1,0,0,0,0,0,0,0
everybody talking bout hoes fighting I'm lurking on some money&#128181;&#128179;&#128175;,1,0,0,0,0,0,0,0
"De Niro's wife in Casino is the second biggest cunt of all time, first is still George's mother in Blow",0,1,0,1,1,1,0,0
Red Sox fans bitch the loudest about right field. Their hitters exempt from hitting them out too? #Yankees #YankeeStadium,1,0,0,0,0,0,0,0
@wodaeeex3 dumb ass hoe,0,0,0,0,1,0,0,0
RT @iGBBreezy: Don't wife a hoe &amp; end up like these 2 http://t.co/LXddifeexw,0,0,0,0,1,1,0,0
@CallMeRenee_ dam bitch,1,0,0,0,0,1,0,0
"Tilt my chin back, slit my throat, take a bath in my blood, get to know me",0,0,0,0,0,0,1,0
&#8220;@Xenoss_: I don't love these hoes&#8221; *we,1,0,0,0,0,0,0,0
@user smile with my   #dog. #dogsarejoypic.twitter.com/dn49qhwso7,1,0,0,0,0,0,0,0
I love living in Minnesota. The weather is bad enough for people to bitch about it but we don't have anything serious. Stay safe east coast,1,0,0,0,0,1,0,0
@BallOut057 I'm otp bitch hold on,1,0,0,0,0,0,0,0
ready to sta my new job!   iew i dont use hashtags wtf,1,0,0,0,0,0,0,0
when your gingerjew friend won't text chu.   #wow,0,1,0,1,0,0,0,0
This bitch lying to me &#128514;&#128530;,0,1,0,0,0,1,0,0
